State,District,Year,Quarter,Transaction_count,Transaction_amount
Andaman and Nicobar Islands,North and Middle andaman,2018,q1,442,931663.0771
Andaman and Nicobar Islands,South andaman,2018,q1,5688,12560249.34
Andaman and Nicobar Islands,Nicobar,2018,q1,528,1139848.801
Andaman and Nicobar Islands,North and Middle andaman,2018,q2,825,1317863.083
Andaman and Nicobar Islands,South andaman,2018,q2,9395,23948235.52
Andaman and Nicobar Islands,Nicobar,2018,q2,1120,3072436.908
Andaman and Nicobar Islands,North and Middle andaman,2018,q3,1283,4901529.518
Andaman and Nicobar Islands,South andaman,2018,q3,13511,44268112.46
Andaman and Nicobar Islands,Nicobar,2018,q3,1471,6387829.152
Andaman and Nicobar Islands,North and Middle andaman,2018,q4,2137,7955635.918
Andaman and Nicobar Islands,South andaman,2018,q4,20136,75411840.8
Andaman and Nicobar Islands,Nicobar,2018,q4,1485,7180859.355
Andaman and Nicobar Islands,North and Middle andaman,2019,q1,3264,9561708.736
Andaman and Nicobar Islands,South andaman,2019,q1,25683,85501972.39
Andaman and Nicobar Islands,Nicobar,2019,q1,1539,7236059.549
Andaman and Nicobar Islands,North and Middle andaman,2019,q2,3371,8612103.138
Andaman and Nicobar Islands,South andaman,2019,q2,28490,102530955.7
Andaman and Nicobar Islands,Nicobar,2019,q2,1828,9111650.824
Andaman and Nicobar Islands,North and Middle andaman,2019,q3,4049,11481466.28
Andaman and Nicobar Islands,South andaman,2019,q3,27421,91023888.33
Andaman and Nicobar Islands,Nicobar,2019,q3,2300,11566421.48
Andaman and Nicobar Islands,North and Middle andaman,2019,q4,4716,13524056.78
Andaman and Nicobar Islands,South andaman,2019,q4,27843,110930312.2
Andaman and Nicobar Islands,Nicobar,2019,q4,2600,12384161.53
Andaman and Nicobar Islands,North and Middle andaman,2020,q1,5674,14697371.62
Andaman and Nicobar Islands,South andaman,2020,q1,32713,134679396.9
Andaman and Nicobar Islands,Nicobar,2020,q1,2911,12099543.77
Andaman and Nicobar Islands,North and Middle andaman,2020,q2,10979,22447714.06
Andaman and Nicobar Islands,South andaman,2020,q2,48088,132855778.7
Andaman and Nicobar Islands,Nicobar,2020,q2,3895,14341508.6
Andaman and Nicobar Islands,North and Middle andaman,2020,q3,16747,33486883.37
Andaman and Nicobar Islands,South andaman,2020,q3,95323,282366109.2
Andaman and Nicobar Islands,Nicobar,2020,q3,5413,22166453.75
Andaman and Nicobar Islands,North and Middle andaman,2020,q4,29349,68941322.39
Andaman and Nicobar Islands,South andaman,2020,q4,186494,523122462.9
Andaman and Nicobar Islands,Nicobar,2020,q4,8688,35218871.04
Andaman and Nicobar Islands,North and Middle andaman,2021,q1,27358,75027255.28
Andaman and Nicobar Islands,South andaman,2021,q1,207092,669604045.1
Andaman and Nicobar Islands,Nicobar,2021,q1,10302,39075266.99
Andaman and Nicobar Islands,North and Middle andaman,2021,q2,39200,90233388.79
Andaman and Nicobar Islands,South andaman,2021,q2,286907,760893020.6
Andaman and Nicobar Islands,Nicobar,2021,q2,15307,48020606.75
Andaman and Nicobar Islands,North and Middle andaman,2021,q3,46592,118254865.8
Andaman and Nicobar Islands,South andaman,2021,q3,382418,1116789011
Andaman and Nicobar Islands,Nicobar,2021,q3,20754,74980519.33
Andaman and Nicobar Islands,North and Middle andaman,2021,q4,53115,156486112.3
Andaman and Nicobar Islands,South andaman,2021,q4,558571,1694794708
Andaman and Nicobar Islands,Nicobar,2021,q4,24437,81329281.03
Andaman and Nicobar Islands,North and Middle andaman,2022,q1,60059,161624878.5
Andaman and Nicobar Islands,South andaman,2022,q1,705512,1872991196
Andaman and Nicobar Islands,Nicobar,2022,q1,29177,94414127.65
Andaman and Nicobar Islands,North and Middle andaman,2022,q2,72573,195693167.8
Andaman and Nicobar Islands,South andaman,2022,q2,954875,2357326563
Andaman and Nicobar Islands,Nicobar,2022,q2,43769,132900618.9
Andaman and Nicobar Islands,North and Middle andaman,2022,q3,79574,211581970.3
Andaman and Nicobar Islands,South andaman,2022,q3,1455255,2967719401
Andaman and Nicobar Islands,Nicobar,2022,q3,49550,131330400.9
Andaman and Nicobar Islands,North and Middle andaman,2022,q4,93297,241431284.4
Andaman and Nicobar Islands,South andaman,2022,q4,1835592,3600887266
Andaman and Nicobar Islands,Nicobar,2022,q4,58646,142355854
Andaman and Nicobar Islands,North and Middle andaman,2023,q1,152187,392080332
Andaman and Nicobar Islands,South andaman,2023,q1,2030078,3867385426
Andaman and Nicobar Islands,Nicobar,2023,q1,94127,202062829
Andaman and Nicobar Islands,North and Middle andaman,2023,q2,181149,462414675
Andaman and Nicobar Islands,South andaman,2023,q2,2417058,4297737197
Andaman and Nicobar Islands,Nicobar,2023,q2,109568,230192364
Andhra Pradesh,East Godavari,2018,q1,943935,1235785516
Andhra Pradesh,Srikakulam,2018,q1,458921,587778028.9
Andhra Pradesh,Nellore,2018,q1,531612,676643237.8
Andhra Pradesh,Vizianagaram,2018,q1,420990,505783445.8
Andhra Pradesh,Visakhapatnam,2018,q1,1256469,1749966197
Andhra Pradesh,Prakasam,2018,q1,534757,748990775.9
Andhra Pradesh,Anantapur,2018,q1,638664,788830646
Andhra Pradesh,YSR Kadapa,2018,q1,487333,681481931.1
Andhra Pradesh,West Godavari,2018,q1,577090,853547668.8
Andhra Pradesh,Kurnool,2018,q1,679623,764905298.7
Andhra Pradesh,Chittoor,2018,q1,830324,1009621878
Andhra Pradesh,Guntur,2018,q1,815932,1108686589
Andhra Pradesh,Krishna,2018,q1,863935,1284255180
Andhra Pradesh,East Godavari,2018,q2,1221677,2168914928
Andhra Pradesh,Srikakulam,2018,q2,559868,929392017.4
Andhra Pradesh,Nellore,2018,q2,780454,1542057934
Andhra Pradesh,Vizianagaram,2018,q2,529588,811711367.5
Andhra Pradesh,Visakhapatnam,2018,q2,1641192,2987853607
Andhra Pradesh,Prakasam,2018,q2,739991,1571167562
Andhra Pradesh,Anantapur,2018,q2,937023,1690366079
Andhra Pradesh,YSR Kadapa,2018,q2,690842,1415500368
Andhra Pradesh,West Godavari,2018,q2,786033,1688025212
Andhra Pradesh,Kurnool,2018,q2,968439,1531888666
Andhra Pradesh,Chittoor,2018,q2,1185723,1990419126
Andhra Pradesh,Guntur,2018,q2,1088101,2108475812
Andhra Pradesh,Krishna,2018,q2,1224987,2448141593
Andhra Pradesh,East Godavari,2018,q3,3226907,3551247095
Andhra Pradesh,Srikakulam,2018,q3,1073883,1318322237
Andhra Pradesh,Nellore,2018,q3,1308890,2215938596
Andhra Pradesh,Vizianagaram,2018,q3,970132,1163546007
Andhra Pradesh,Visakhapatnam,2018,q3,3394576,4821892253
Andhra Pradesh,Prakasam,2018,q3,1319651,2346453445
Andhra Pradesh,Anantapur,2018,q3,1815215,2681787750
Andhra Pradesh,YSR Kadapa,2018,q3,1557444,2235904512
Andhra Pradesh,West Godavari,2018,q3,1431282,2309078493
Andhra Pradesh,Kurnool,2018,q3,2921189,2908389262
Andhra Pradesh,Chittoor,2018,q3,2297429,3283517631
Andhra Pradesh,Guntur,2018,q3,1912529,3127764663
Andhra Pradesh,Krishna,2018,q3,2396934,3754202654
Andhra Pradesh,East Godavari,2018,q4,3052762,4652624623
Andhra Pradesh,Srikakulam,2018,q4,1252807,1870278610
Andhra Pradesh,Nellore,2018,q4,1814997,3293448557
Andhra Pradesh,Vizianagaram,2018,q4,1386787,1817673253
Andhra Pradesh,Visakhapatnam,2018,q4,4791421,7366635865
Andhra Pradesh,Prakasam,2018,q4,1692862,3255254226
Andhra Pradesh,Anantapur,2018,q4,2286391,3975878156
Andhra Pradesh,YSR Kadapa,2018,q4,1732527,3252340063
Andhra Pradesh,West Godavari,2018,q4,1688482,3237504255
Andhra Pradesh,Kurnool,2018,q4,2508530,3626544852
Andhra Pradesh,Chittoor,2018,q4,3166201,4979093890
Andhra Pradesh,Guntur,2018,q4,2546620,4730251218
Andhra Pradesh,Krishna,2018,q4,2839161,5416251838
Andhra Pradesh,East Godavari,2019,q1,5440146,7382264725
Andhra Pradesh,Srikakulam,2019,q1,2526855,3407912878
Andhra Pradesh,Nellore,2019,q1,3333584,5161932216
Andhra Pradesh,Vizianagaram,2019,q1,2798241,3364576948
Andhra Pradesh,Visakhapatnam,2019,q1,9690866,13459857441
Andhra Pradesh,Prakasam,2019,q1,2931081,4807527779
Andhra Pradesh,Anantapur,2019,q1,3891336,6044730653
Andhra Pradesh,YSR Kadapa,2019,q1,2852197,4915811594
Andhra Pradesh,West Godavari,2019,q1,2829437,4623764455
Andhra Pradesh,Kurnool,2019,q1,4193432,5541564893
Andhra Pradesh,Chittoor,2019,q1,6486813,8223371732
Andhra Pradesh,Guntur,2019,q1,4846553,7765934169
Andhra Pradesh,Krishna,2019,q1,5443981,9061346433
Andhra Pradesh,East Godavari,2019,q2,4699261,9116404622
Andhra Pradesh,Srikakulam,2019,q2,2019203,4066576540
Andhra Pradesh,Nellore,2019,q2,3141891,6880873007
Andhra Pradesh,Vizianagaram,2019,q2,2272320,4443041665
Andhra Pradesh,Visakhapatnam,2019,q2,11705738,20797479804
Andhra Pradesh,Prakasam,2019,q2,2670529,6262396448
Andhra Pradesh,Anantapur,2019,q2,3578836,7830782361
Andhra Pradesh,YSR Kadapa,2019,q2,2606284,6376856828
Andhra Pradesh,West Godavari,2019,q2,2402074,5676818259
Andhra Pradesh,Kurnool,2019,q2,3895824,7358285187
Andhra Pradesh,Chittoor,2019,q2,5983308,10982727976
Andhra Pradesh,Guntur,2019,q2,5005275,10405246943
Andhra Pradesh,Krishna,2019,q2,6428472,13437029116
Andhra Pradesh,East Godavari,2019,q3,6537303,11387726471
Andhra Pradesh,Srikakulam,2019,q3,2556296,4610131290
Andhra Pradesh,Nellore,2019,q3,4150195,8256600119
Andhra Pradesh,Vizianagaram,2019,q3,2861581,4922069039
Andhra Pradesh,Visakhapatnam,2019,q3,16694947,26944837120
Andhra Pradesh,Prakasam,2019,q3,3430750,7354502261
Andhra Pradesh,Anantapur,2019,q3,4889720,9554081289
Andhra Pradesh,YSR Kadapa,2019,q3,3296586,7447544274
Andhra Pradesh,West Godavari,2019,q3,3179541,6627629029
Andhra Pradesh,Kurnool,2019,q3,5139134,9025632779
Andhra Pradesh,Chittoor,2019,q3,8201783,13837455759
Andhra Pradesh,Guntur,2019,q3,6942304,13075661264
Andhra Pradesh,Krishna,2019,q3,8408474,16404073561
Andhra Pradesh,East Godavari,2019,q4,9285739,16816774065
Andhra Pradesh,Srikakulam,2019,q4,3712555,6832369302
Andhra Pradesh,Nellore,2019,q4,5877804,11786014089
Andhra Pradesh,Vizianagaram,2019,q4,3998234,7175851807
Andhra Pradesh,Visakhapatnam,2019,q4,23594874,39133296330
Andhra Pradesh,Prakasam,2019,q4,4865473,10604077825
Andhra Pradesh,Anantapur,2019,q4,6764112,13887248889
Andhra Pradesh,YSR Kadapa,2019,q4,4793157,10865073856
Andhra Pradesh,West Godavari,2019,q4,4596479,9710614747
Andhra Pradesh,Kurnool,2019,q4,7001958,13233105729
Andhra Pradesh,Chittoor,2019,q4,11246986,19298476028
Andhra Pradesh,Guntur,2019,q4,9761330,18565626418
Andhra Pradesh,Krishna,2019,q4,11719402,23039786404
Andhra Pradesh,East Godavari,2020,q1,11346242,21854701379
Andhra Pradesh,Srikakulam,2020,q1,4835092,9777575594
Andhra Pradesh,Nellore,2020,q1,7430247,15387829694
Andhra Pradesh,Vizianagaram,2020,q1,5042066,9879174241
Andhra Pradesh,Visakhapatnam,2020,q1,27115031,48809747615
Andhra Pradesh,Prakasam,2020,q1,6318396,14169104765
Andhra Pradesh,Anantapur,2020,q1,8466129,17864325753
Andhra Pradesh,YSR Kadapa,2020,q1,6031255,14059924637
Andhra Pradesh,West Godavari,2020,q1,5919670,12995834341
Andhra Pradesh,Kurnool,2020,q1,8246869,17022710312
Andhra Pradesh,Chittoor,2020,q1,13257740,23441848567
Andhra Pradesh,Guntur,2020,q1,11493331,22992734621
Andhra Pradesh,Krishna,2020,q1,12175289,24481702771
Andhra Pradesh,East Godavari,2020,q2,13130334,26319906327
Andhra Pradesh,Srikakulam,2020,q2,6425515,12153650077
Andhra Pradesh,Nellore,2020,q2,9454274,20665376461
Andhra Pradesh,Vizianagaram,2020,q2,6690313,12819344390
Andhra Pradesh,Visakhapatnam,2020,q2,25300401,48293889917
Andhra Pradesh,Prakasam,2020,q2,8844580,19846026727
Andhra Pradesh,Anantapur,2020,q2,10473739,22094006659
Andhra Pradesh,YSR Kadapa,2020,q2,8033609,19597207268
Andhra Pradesh,West Godavari,2020,q2,7273096,16585866855
Andhra Pradesh,Kurnool,2020,q2,9821381,22419372062
Andhra Pradesh,Chittoor,2020,q2,14848197,27361300300
Andhra Pradesh,Guntur,2020,q2,12308707,27463593608
Andhra Pradesh,Krishna,2020,q2,12313709,26964149095
Andhra Pradesh,East Godavari,2020,q3,17972431,39300043805
Andhra Pradesh,Srikakulam,2020,q3,8286289,18029574581
Andhra Pradesh,Nellore,2020,q3,16468209,39128324534
Andhra Pradesh,Vizianagaram,2020,q3,8236703,17567816577
Andhra Pradesh,Visakhapatnam,2020,q3,34421299,67628440368
Andhra Pradesh,Prakasam,2020,q3,12266310,31221704852
Andhra Pradesh,Anantapur,2020,q3,14447683,34102037973
Andhra Pradesh,YSR Kadapa,2020,q3,11934653,32037007334
Andhra Pradesh,West Godavari,2020,q3,10412351,25408608726
Andhra Pradesh,Kurnool,2020,q3,13243292,32529351107
Andhra Pradesh,Chittoor,2020,q3,20501863,42811566246
Andhra Pradesh,Guntur,2020,q3,17601395,42531195810
Andhra Pradesh,Krishna,2020,q3,19110457,44788458672
Andhra Pradesh,East Godavari,2020,q4,25989490,58732615663
Andhra Pradesh,Srikakulam,2020,q4,11092184,25222520275
Andhra Pradesh,Nellore,2020,q4,20934374,49115443663
Andhra Pradesh,Vizianagaram,2020,q4,10580824,24094847668
Andhra Pradesh,Visakhapatnam,2020,q4,46551467,91879823025
Andhra Pradesh,Prakasam,2020,q4,16176867,41852443494
Andhra Pradesh,Anantapur,2020,q4,20996384,49732610814
Andhra Pradesh,YSR Kadapa,2020,q4,15676878,42572974713
Andhra Pradesh,West Godavari,2020,q4,15674762,40310975763
Andhra Pradesh,Kurnool,2020,q4,18737323,44718203115
Andhra Pradesh,Chittoor,2020,q4,29590411,61505711150
Andhra Pradesh,Guntur,2020,q4,26136538,60641872021
Andhra Pradesh,Krishna,2020,q4,27981050,64461504668
Andhra Pradesh,East Godavari,2021,q1,26190701,60027984988
Andhra Pradesh,Srikakulam,2021,q1,11160473,26486623313
Andhra Pradesh,Nellore,2021,q1,22541428,52210333202
Andhra Pradesh,Vizianagaram,2021,q1,10514582,24153782497
Andhra Pradesh,Visakhapatnam,2021,q1,48248923,95308386038
Andhra Pradesh,Prakasam,2021,q1,15175395,41396223622
Andhra Pradesh,Anantapur,2021,q1,20102957,48353870395
Andhra Pradesh,YSR Kadapa,2021,q1,15374473,42570919449
Andhra Pradesh,West Godavari,2021,q1,16015685,42124030669
Andhra Pradesh,Kurnool,2021,q1,17918524,44941629660
Andhra Pradesh,Chittoor,2021,q1,29342609,60947491847
Andhra Pradesh,Guntur,2021,q1,27445045,64207987853
Andhra Pradesh,Krishna,2021,q1,29717175,69715406645
Andhra Pradesh,East Godavari,2021,q2,31717908,74604325864
Andhra Pradesh,Srikakulam,2021,q2,13546232,32298129545
Andhra Pradesh,Nellore,2021,q2,30290406,72283071757
Andhra Pradesh,Vizianagaram,2021,q2,12689494,29140685237
Andhra Pradesh,Visakhapatnam,2021,q2,54390299,114439012713
Andhra Pradesh,Prakasam,2021,q2,19944047,54535328043
Andhra Pradesh,Anantapur,2021,q2,25123346,60987487571
Andhra Pradesh,YSR Kadapa,2021,q2,18457361,52523527031
Andhra Pradesh,West Godavari,2021,q2,20950964,57233116236
Andhra Pradesh,Kurnool,2021,q2,21972396,56659287475
Andhra Pradesh,Chittoor,2021,q2,34344902,73654690122
Andhra Pradesh,Guntur,2021,q2,32968819,82356914464
Andhra Pradesh,Krishna,2021,q2,36370960,90021923050
Andhra Pradesh,East Godavari,2021,q3,39572714,89380370073
Andhra Pradesh,Srikakulam,2021,q3,15639768,34836400770
Andhra Pradesh,Nellore,2021,q3,34411958,77839676988
Andhra Pradesh,Vizianagaram,2021,q3,14510005,31383541628
Andhra Pradesh,Visakhapatnam,2021,q3,69220981,136945652159
Andhra Pradesh,Prakasam,2021,q3,24116580,63367713447
Andhra Pradesh,Anantapur,2021,q3,30366444,70291248156
Andhra Pradesh,YSR Kadapa,2021,q3,22439316,60683557725
Andhra Pradesh,West Godavari,2021,q3,26245039,66647238455
Andhra Pradesh,Kurnool,2021,q3,26377809,62527453762
Andhra Pradesh,Chittoor,2021,q3,42628568,89371931753
Andhra Pradesh,Guntur,2021,q3,41675093,96525353090
Andhra Pradesh,Krishna,2021,q3,44828275,104417897559
Andhra Pradesh,East Godavari,2021,q4,48992531,106725597026
Andhra Pradesh,Srikakulam,2021,q4,18501857,39713657870
Andhra Pradesh,Nellore,2021,q4,41921081,92256405076
Andhra Pradesh,Vizianagaram,2021,q4,17253059,36577529465
Andhra Pradesh,Visakhapatnam,2021,q4,82711538,159530099773
Andhra Pradesh,Prakasam,2021,q4,27858275,71323060008
Andhra Pradesh,Anantapur,2021,q4,36129136,81239787007
Andhra Pradesh,YSR Kadapa,2021,q4,26340348,69081850069
Andhra Pradesh,West Godavari,2021,q4,33235175,81292461575
Andhra Pradesh,Kurnool,2021,q4,31782248,73968947670
Andhra Pradesh,Chittoor,2021,q4,51119640,103985734664
Andhra Pradesh,Guntur,2021,q4,50919286,115553993673
Andhra Pradesh,Krishna,2021,q4,55489829,125015323208
Andhra Pradesh,East Godavari,2022,q1,54738830,121067103713
Andhra Pradesh,Srikakulam,2022,q1,20990782,46898912116
Andhra Pradesh,Nellore,2022,q1,47645702,104895571602
Andhra Pradesh,Vizianagaram,2022,q1,19278262,41994853362
Andhra Pradesh,Visakhapatnam,2022,q1,88233362,170120350591
Andhra Pradesh,Prakasam,2022,q1,31340975,79494373255
Andhra Pradesh,Anantapur,2022,q1,40613148,90197023268
Andhra Pradesh,YSR Kadapa,2022,q1,29783739,78421693519
Andhra Pradesh,West Godavari,2022,q1,37271259,92397939904
Andhra Pradesh,Kurnool,2022,q1,35093633,81568420501
Andhra Pradesh,Chittoor,2022,q1,58561024,117900595509
Andhra Pradesh,Guntur,2022,q1,57226996,129673727687
Andhra Pradesh,Krishna,2022,q1,61826199,139690081529
Andhra Pradesh,East Godavari,2022,q2,62072845,135531452998
Andhra Pradesh,Srikakulam,2022,q2,23727353,53754764122
Andhra Pradesh,Nellore,2022,q2,54838708,121941082043
Andhra Pradesh,Vizianagaram,2022,q2,21766135,47294745020
Andhra Pradesh,Visakhapatnam,2022,q2,101387402,193242841582
Andhra Pradesh,Prakasam,2022,q2,36163507,90435082546
Andhra Pradesh,Anantapur,2022,q2,46099366,102138758016
Andhra Pradesh,YSR Kadapa,2022,q2,33154559,87601310070
Andhra Pradesh,West Godavari,2022,q2,44409239,107973244960
Andhra Pradesh,Kurnool,2022,q2,40165692,92409350856
Andhra Pradesh,Chittoor,2022,q2,67507661,136435445125
Andhra Pradesh,Guntur,2022,q2,66315749,147098141569
Andhra Pradesh,Krishna,2022,q2,73525814,163997729296
Andhra Pradesh,East Godavari,2022,q3,61467134,129677722170
Andhra Pradesh,Srikakulam,2022,q3,22126541,46899962922
Andhra Pradesh,Nellore,2022,q3,42116582,95099325968
Andhra Pradesh,Vizianagaram,2022,q3,20440645,42513313395
Andhra Pradesh,Visakhapatnam,2022,q3,97434546,181124419864
Andhra Pradesh,Prakasam,2022,q3,35376080,87475230073
Andhra Pradesh,Anantapur,2022,q3,45165363,97735649608
Andhra Pradesh,YSR Kadapa,2022,q3,33119038,86016932181
Andhra Pradesh,West Godavari,2022,q3,43635951,101706854744
Andhra Pradesh,Kurnool,2022,q3,39557913,88415335176
Andhra Pradesh,Chittoor,2022,q3,65751781,133053581632
Andhra Pradesh,Guntur,2022,q3,65612317,141588522953
Andhra Pradesh,Krishna,2022,q3,71051144,153770559026
Andhra Pradesh,East Godavari,2022,q4,68016055,136531110140
Andhra Pradesh,Srikakulam,2022,q4,23693779,47726411108
Andhra Pradesh,Nellore,2022,q4,42582064,92085916181
Andhra Pradesh,Vizianagaram,2022,q4,22205190,44467386404
Andhra Pradesh,Visakhapatnam,2022,q4,103790055,185306149745
Andhra Pradesh,Prakasam,2022,q4,37211077,88105031866
Andhra Pradesh,Anantapur,2022,q4,48299601,101533878537
Andhra Pradesh,YSR Kadapa,2022,q4,35201596,87360426793
Andhra Pradesh,West Godavari,2022,q4,47919930,105335724991
Andhra Pradesh,Kurnool,2022,q4,43524766,94667441029
Andhra Pradesh,Chittoor,2022,q4,70322534,136840859888
Andhra Pradesh,Guntur,2022,q4,70723763,146938735167
Andhra Pradesh,Krishna,2022,q4,76526667,157826011193
Andhra Pradesh,East Godavari,2023,q1,115196449,223454724672
Andhra Pradesh,Srikakulam,2023,q1,42209999,86486032409
Andhra Pradesh,Nellore,2023,q1,71318689,143967164643
Andhra Pradesh,Vizianagaram,2023,q1,38838861,76472384525
Andhra Pradesh,Visakhapatnam,2023,q1,164358781,277211090180
Andhra Pradesh,Prakasam,2023,q1,63671149,141672839638
Andhra Pradesh,Anantapur,2023,q1,82127373,162287796625
Andhra Pradesh,YSR Kadapa,2023,q1,59768512,140117633668
Andhra Pradesh,West Godavari,2023,q1,79094558,165941144654
Andhra Pradesh,Kurnool,2023,q1,72405172,149100361797
Andhra Pradesh,Chittoor,2023,q1,120192355,218037027226
Andhra Pradesh,Guntur,2023,q1,114246185,226244225817
Andhra Pradesh,Krishna,2023,q1,122104381,238058890676
Andhra Pradesh,East Godavari,2023,q2,131243375,245134717109
Andhra Pradesh,Srikakulam,2023,q2,47633204,93082175904
Andhra Pradesh,Nellore,2023,q2,82056071,165181391414
Andhra Pradesh,Vizianagaram,2023,q2,43625851,82671020353
Andhra Pradesh,Visakhapatnam,2023,q2,184918179,303874597259
Andhra Pradesh,Prakasam,2023,q2,73598725,158428689659
Andhra Pradesh,Anantapur,2023,q2,91695174,180050369328
Andhra Pradesh,YSR Kadapa,2023,q2,66809788,156231915019
Andhra Pradesh,West Godavari,2023,q2,92533269,187699526244
Andhra Pradesh,Kurnool,2023,q2,81475907,166991990104
Andhra Pradesh,Chittoor,2023,q2,136283483,245550525910
Andhra Pradesh,Guntur,2023,q2,132035450,254140764680
Andhra Pradesh,Krishna,2023,q2,141748488,267001403933
Arunachal Pradesh,Lower Dibang Valley,2018,q1,1356,1076236.814
Arunachal Pradesh,Lower Subansiri,2018,q1,1477,3650727.894
Arunachal Pradesh,Longding,2018,q1,2321,4361531.578
Arunachal Pradesh,West Siang,2018,q1,1887,4796675.565
Arunachal Pradesh,Kamle,2018,q1,14,7971.330495
Arunachal Pradesh,Upper Siang,2018,q1,126,186610.6699
Arunachal Pradesh,Tirap,2018,q1,945,1064265
Arunachal Pradesh,Papum Pare,2018,q1,14224,32555848.46
Arunachal Pradesh,Kurung Kumey,2018,q1,84,99416.58027
Arunachal Pradesh,Siang,2018,q1,252,339471.8043
Arunachal Pradesh,Lower Siang,2018,q1,1292,2337960.715
Arunachal Pradesh,Kra Daadi,2018,q1,207,495375.1455
Arunachal Pradesh,Changlang,2018,q1,3195,5380749.415
Arunachal Pradesh,Pakke Kessang,2018,q1,9,9131.404206
Arunachal Pradesh,Dibang Valley,2018,q1,2,169.8885654
Arunachal Pradesh,West Kameng,2018,q1,5787,9540632.547
Arunachal Pradesh,East Siang,2018,q1,3286,5533620.186
Arunachal Pradesh,Upper Subansiri,2018,q1,735,1358367.502
Arunachal Pradesh,East Kameng,2018,q1,529,473824.766
Arunachal Pradesh,Lohit,2018,q1,3747,11496949.55
Arunachal Pradesh,Lepa Rada,2018,q1,288,403149.467
Arunachal Pradesh,Tawang,2018,q1,2334,5055665.023
Arunachal Pradesh,Namsai,2018,q1,1400,2162984.705
Arunachal Pradesh,Lower Dibang Valley,2018,q2,1827,2561237.506
Arunachal Pradesh,Lower Subansiri,2018,q2,1666,4113742.044
Arunachal Pradesh,Longding,2018,q2,4634,10271170.17
Arunachal Pradesh,West Siang,2018,q2,2579,7610989.567
Arunachal Pradesh,Kamle,2018,q2,12,23654.05837
Arunachal Pradesh,Upper Siang,2018,q2,240,494895.0928
Arunachal Pradesh,Tirap,2018,q2,1903,3126393.765
Arunachal Pradesh,Papum Pare,2018,q2,25363,66520931.2
Arunachal Pradesh,Kurung Kumey,2018,q2,83,123737.222
Arunachal Pradesh,Anjaw,2018,q2,7,7871.020815
Arunachal Pradesh,Siang,2018,q2,336,740232.631
Arunachal Pradesh,Lower Siang,2018,q2,2292,2179451.658
Arunachal Pradesh,Kra Daadi,2018,q2,247,987135.996
Arunachal Pradesh,Changlang,2018,q2,6066,13294258.5
Arunachal Pradesh,Pakke Kessang,2018,q2,48,58359.57139
Arunachal Pradesh,Dibang Valley,2018,q2,68,65769.20367
Arunachal Pradesh,West Kameng,2018,q2,10466,25521321.34
Arunachal Pradesh,East Siang,2018,q2,6363,15285584.2
Arunachal Pradesh,Upper Subansiri,2018,q2,1285,2911910.369
Arunachal Pradesh,East Kameng,2018,q2,522,1825297.462
Arunachal Pradesh,Lohit,2018,q2,6962,20520618.88
Arunachal Pradesh,Lepa Rada,2018,q2,511,731444.7371
Arunachal Pradesh,Tawang,2018,q2,5447,13722374.81
Arunachal Pradesh,Namsai,2018,q2,3230,6271811.328
Arunachal Pradesh,Lower Dibang Valley,2018,q3,2824,6074558.207
Arunachal Pradesh,Lower Subansiri,2018,q3,2346,5154231.737
Arunachal Pradesh,Longding,2018,q3,5288,18327334.05
Arunachal Pradesh,West Siang,2018,q3,3337,12966152.79
Arunachal Pradesh,Kamle,2018,q3,93,30504.94301
Arunachal Pradesh,Upper Siang,2018,q3,250,743956.1056
Arunachal Pradesh,Tirap,2018,q3,3322,7479257.008
Arunachal Pradesh,Papum Pare,2018,q3,43282,101080479.3
Arunachal Pradesh,Kurung Kumey,2018,q3,255,303027.4066
Arunachal Pradesh,Anjaw,2018,q3,13,95403.67678
Arunachal Pradesh,Siang,2018,q3,615,2141734.5
Arunachal Pradesh,Lower Siang,2018,q3,2625,3045590.882
Arunachal Pradesh,Kra Daadi,2018,q3,436,1606758.408
Arunachal Pradesh,Changlang,2018,q3,10162,20494174.95
Arunachal Pradesh,Pakke Kessang,2018,q3,165,305164.8171
Arunachal Pradesh,Dibang Valley,2018,q3,29,196466.667
Arunachal Pradesh,West Kameng,2018,q3,17026,48528147.45
Arunachal Pradesh,East Siang,2018,q3,10539,24885270.77
Arunachal Pradesh,Upper Subansiri,2018,q3,1601,4223297.614
Arunachal Pradesh,East Kameng,2018,q3,1029,3132863.591
Arunachal Pradesh,Lohit,2018,q3,11595,32702331.66
Arunachal Pradesh,Lepa Rada,2018,q3,523,1777602.437
Arunachal Pradesh,Tawang,2018,q3,8715,25733824.99
Arunachal Pradesh,Namsai,2018,q3,5076,10698272.77
Arunachal Pradesh,Lower Dibang Valley,2018,q4,4227,10951332.39
Arunachal Pradesh,Lower Subansiri,2018,q4,3735,8884930.591
Arunachal Pradesh,Longding,2018,q4,6581,22545311.85
Arunachal Pradesh,West Siang,2018,q4,3813,14013986.24
Arunachal Pradesh,Kamle,2018,q4,247,361497.0568
Arunachal Pradesh,Upper Siang,2018,q4,1041,2157332.947
Arunachal Pradesh,Tirap,2018,q4,5725,10811742.67
Arunachal Pradesh,Papum Pare,2018,q4,55224,154875448.2
Arunachal Pradesh,Kurung Kumey,2018,q4,444,759686.7196
Arunachal Pradesh,Anjaw,2018,q4,273,495578.1994
Arunachal Pradesh,Siang,2018,q4,822,2176630.237
